;pred;obs;;pred;;obs
2740;0,224796042;0,291341067;;124025,5299;;156300,0002
2847;0,304278344;0,291341067;;162574,6054;;156300,0002
2307;0,322881669;0,291547251;;171597,2551;;156399,9998
70;0,351185024;0,291753436;;185324,4389;;156500
2248;0,22338517;0,291753436;;123341,2543;;156500
2530;0,215889305;0,291753436;;119705,7446;;156500
1780;0,379101664;0,291959621;;198864,0652;;156600,0001
2866;0,426652938;0,291959621;;221926,5283;;156600,0001
587;0,327732801;0,292165806;;173950,0642;;156700,0002
1068;0,334779382;0,292165806;;177367,6697;;156700,0002
2264;0,408377558;0,29237199;;213062,9324;;156799,9999
2497;0,27838245;0,29237199;;150015,0452;;156799,9999
3372;0,332737029;0,29237199;;176377,1243;;156799,9999
897;0,373872012;0,292578175;;196327,6735;;156900
3038;0,297007769;0,292578175;;159048,3621;;156900
1600;0,290992677;0,29278436;;156131,0304;;157000,0002
2991;0,391023785;0,292990544;;204646,3177;;157099,9998
741;0,282326132;0,293402914;;151927,7387;;157300,0001
996;0,378924787;0,293402914;;198778,2796;;157300,0001
1275;0,321617067;0,293402914;;170983,9207;;157300,0001
84;0,224475041;0,293815283;;123869,8439;;157499,9999
904;0,502220631;0,293815283;;258577,0103;;157499,9999
933;0,275316328;0,294433837;;148527,9696;;157799,9998
953;0,430374116;0,294433837;;223731,3069;;157799,9998
1144;0,305813432;0,294433837;;163319,126;;157799,9998
2051;0,53846848;0,294846207;;276157,2898;;158000,0001
2479;0,367807329;0,295258576;;193386,29;;158199,9999
918;0,186852857;0,295464761;;105623,0096;;158300
438;0,308457285;0,29587713;;164601,4002;;158499,9998
980;0,272168666;0,29587713;;147001,3474;;158499,9998
1646;0,47614646;0,29587713;;245930,9852;;158499,9998
2343;0,265700966;0,29587713;;143864,5;;158499,9998
3225;0,355232239;0,29587713;;187287,3463;;158499,9998
191;0,343628615;0,2962895;;181659,5656;;158700,0001
231;0,326662421;0,2962895;;173430,9276;;158700,0001
1508;0,33471939;0,296701869;;177338,5734;;158899,9999
2236;0,259117484;0,297114239;;140671,498;;159100,0001
3169;0,406117767;0,297320423;;211966,9293;;159199,9998
2181;0,356329083;0,297526608;;187819,3181;;159299,9999
2565;0,299547821;0,297526608;;160280,2924;;159299,9999
709;0,224628985;0,297732793;;123944,5069;;159400,0001
3002;0,351380497;0,297732793;;185419,2439;;159400,0001
451;0,479999602;0,297938978;;247799,7669;;159500,0002
722;0,305449009;0,297938978;;163142,3802;;159500,0002
2970;0,367868304;0,297938978;;193415,8633;;159500,0002
1964;0,437183142;0,298145162;;227033,6981;;159599,9999
2223;0,267718703;0,298145162;;144843,1062;;159599,9999
2944;0,29511404;0,298351347;;158129,8998;;159700
3264;0,285447329;0,298351347;;153441,5256;;159700
772;0,352047086;0,298557532;;185742,5407;;159800,0001
1094;0,21922721;0,298557532;;121324,6352;;159800,0001
3278;0,336335629;0,298557532;;178122,4528;;159800,0001
330;0,529999912;0,298763716;;272050,0172;;159899,9998
3399;0,407436103;0,298763716;;212606,3246;;159899,9998
18;0,437703073;0,299176086;;227285,8658;;160100,0001
28;0,27117914;0,299176086;;146521,4251;;160100,0001
1379;0,33726877;0,299176086;;178575,0279;;160100,0001
1697;0,47156617;0,299382271;;243709,5358;;160200,0002
2507;0,423088908;0,299382271;;220197,9667;;160200,0002
258;0,303851515;0,299588455;;162367,5925;;160299,9999
482;0,40745911;0,299588455;;212617,4833;;160299,9999
1893;0,382438391;0,299588455;;200482,3847;;160299,9999
2260;0,355305314;0,299588455;;187322,7879;;160299,9999
2540;0,361463368;0,299588455;;190309,4564;;160299,9999
1766;0,373436809;0,29979464;;196116,599;;160400
432;0,234125823;0,300207009;;128550,4923;;160599,9998
444;0,244472548;0,300413194;;133568,6749;;160699,9999
1083;0,287688583;0,300413194;;154528,5382;;160699,9999
1543;0,374810129;0,300825564;;196782,6624;;160900,0002
1829;0,536511064;0,300825564;;275207,9389;;160900,0002
2161;0,234095469;0,300825564;;128535,7707;;160900,0002
2000;0,293574542;0,301031748;;157383,2399;;160999,9998
2978;0,255041689;0,301031748;;138694,7291;;160999,9998
1880;0,309290737;0,301237933;;165005,626;;161100
2194;0,348548442;0,301444118;;184045,6915;;161200,0001
2267;0,379961461;0,301444118;;199281,0684;;161200,0001
155;0,400421321;0,301856487;;209204,1417;;161399,9999
1694;0,245800152;0,301856487;;134212,5655;;161399,9999
1848;0,339538187;0,302062672;;179675,6997;;161500
3100;0,429586172;0,302062672;;223349,1526;;161500
2087;0,386139452;0,302475041;;202277,4067;;161699,9998
3302;0,31264028;0,302475041;;166630,1609;;161699,9998
251;0,564719439;0,302681226;;288889,0571;;161800
713;0,401936054;0,302681226;;209938,7902;;161800
3053;0,363041192;0,302681226;;191074,7043;;161800
361;0,272836059;0,303093595;;147325,0344;;161999,9998
1496;0,346543252;0,303093595;;183073,1705;;161999,9998
2599;0,33624953;0,303093595;;178080,6947;;161999,9998
2818;0,369849235;0,303093595;;194376,6186;;161999,9998
812;0,244343728;0,30329978;;133506,1967;;162099,9999
983;0,305780828;0,30329978;;163303,3131;;162099,9999
1179;0,393432349;0,30329978;;205814,4761;;162099,9999
2317;0,271876901;0,30329978;;146859,8409;;162099,9999
658;0,309672475;0,303505965;;165190,7697;;162200
766;0,370084077;0,30371215;;194490,5176;;162300,0002
3043;0,439098626;0,303918334;;227962,712;;162399,9998
129;0,447157681;0,304124519;;231871,3696;;162500
150;0,295051068;0,304124519;;158099,3581;;162500
247;0,269331783;0,304124519;;145625,4534;;162500
409;0,294853836;0,304124519;;158003,7003;;162500
629;0,226344869;0,304124519;;124776,7139;;162500
939;0,297305048;0,304124519;;159192,5427;;162500
1085;0,261218369;0,304124519;;141690,4314;;162500
1118;0,404123187;0,304124519;;210999,554;;162500
1528;0,212406591;0,304124519;;118016,6212;;162500
1545;0,212391436;0,304124519;;118009,2713;;162500
1547;0,223504812;0,304124519;;123399,2806;;162500
1593;0,368332356;0,304124519;;193640,9294;;162500
1811;0,17131184;0,304124519;;98085,58522;;162500
1938;0,245202631;0,304124519;;133922,7663;;162500
2389;0,508956671;0,304124519;;261844,0032;;162500
2554;0,287458301;0,304124519;;154416,8507;;162500
2568;0,341343611;0,304124519;;180551,3343;;162500
2688;0,567123473;0,304124519;;290055,0185;;162500
2771;0,17837888;0,304124519;;101513,1136;;162500
3016;0,255797535;0,304124519;;139061,3162;;162500
3031;0,409601629;0,304124519;;213656,6092;;162500
3207;0,37582311;0,304124519;;197273,9602;;162500
3235;0,32642585;0,304124519;;173316,1903;;162500
192;0,335895449;0,304743073;;177908,9645;;162799,9999
1710;0,268615484;0,304743073;;145278,0471;;162799,9999
2386;0,264496535;0,304743073;;143280,3485;;162799,9999
2896;0,261781842;0,304743073;;141963,7167;;162799,9999
1051;0,268094748;0,304949258;;145025,4891;;162900
1602;0,247426733;0,304949258;;135001,4605;;162900
1699;0,362364233;0,304949258;;190746,3775;;162900
507;0,308246762;0,305155443;;164499,2959;;163000,0002
2116;0,27322343;0,305155443;;147512,91;;163000,0002
584;0,306585938;0,305361627;;163693,793;;163099,9998
1224;0,192169338;0,305361627;;108201,5135;;163099,9998
1823;0,322576731;0,305361627;;171449,3599;;163099,9998
920;0,321009815;0,305567812;;170689,4022;;163200
3110;0,381137908;0,305567812;;199851,6474;;163200
1124;0,409492642;0,305773997;;213603,7502;;163300,0001
1041;0,338205606;0,305980182;;179029,3952;;163400,0002
1523;0,269267976;0,305980182;;145594,507;;163400,0002
1310;0,452095091;0,306186366;;234266,0235;;163499,9999
1569;0,260354847;0,306186366;;141271,6214;;163499,9999
3112;0,27133891;0,306186366;;146598,914;;163499,9999
1895;0,304885954;0,306392551;;162869,2973;;163600
2218;0,353871495;0,306392551;;186627,3826;;163600
3203;0,274286836;0,306392551;;148028,6642;;163600
1023;0,413747311;0,306598736;;215667,2732;;163700,0002
11;0,38434729;0,30680492;;201408,2042;;163799,9998
574;0,379990906;0,307011105;;199295,3492;;163899,9999
1329;0,438763469;0,307011105;;227800,1602;;163899,9999
2059;0,388400853;0,307011105;;203374,1904;;163899,9999
768;0,396896064;0,307423475;;207494,385;;164100,0002
1112;0,456653118;0,307835844;;236476,6756;;164300
2348;0,421637177;0,308248213;;219493,8743;;164499,9998
1156;0,43201682;0,308454398;;224528,0216;;164599,9999
1221;0,292581558;0,308454398;;156901,6409;;164599,9999
3020;0,337623239;0,308454398;;178746,9459;;164599,9999
344;0,426499099;0,308660583;;221851,9158;;164700,0001
1297;0,377357692;0,308660583;;198018,2351;;164700,0001
1298;0,42522642;0,308866768;;221234,6642;;164800,0002
418;0,372826129;0,309279137;;195820,4183;;165000
1478;0,196251079;0,309279137;;110181,166;;165000
2529;0,292710096;0,309279137;;156963,9818;;165000
3226;0,355521709;0,309279137;;187427,7398;;165000
3328;0,212103307;0,309279137;;117869,5282;;165000
2480;0,312248856;0,309485322;;166440,3196;;165100,0001
2373;0,250636846;0,309691506;;136558,3715;;165199,9998
863;0,23873724;0,309897691;;130787,0391;;165299,9999
1274;0,461446315;0,309897691;;238801,3857;;165299,9999
3170;0,371192276;0,309897691;;195027,9965;;165299,9999
2684;0,342109263;0,310103876;;180922,6767;;165400,0001
57;0,394660532;0,310310061;;206410,1476;;165500,0002
1638;0,339939207;0,310310061;;179870,1952;;165500,0002
2113;0,552077174;0,310310061;;282757,5336;;165500,0002
2206;0,277230442;0,310310061;;149456,3186;;165500,0002
907;0,351869166;0,310516245;;185656,2492;;165599,9999
1636;0,356489092;0,310516245;;187896,9227;;165599,9999
2725;0,246258333;0,310516245;;134434,7842;;165599,9999
2763;0,374155045;0,310516245;;196464,9449;;165599,9999
211;0,29032287;0,310928615;;155806,1726;;165800,0001
2603;0,358946323;0,310928615;;189088,6847;;165800,0001
1155;0,307416916;0,311134799;;164096,819;;165899,9998
1598;0,34397018;0,311134799;;181825,225;;165899,9998
454;0,229242474;0,311340984;;126182,0583;;165999,9999
857;0,271384627;0,311340984;;146621,0867;;165999,9999
1029;0,204888612;0,311547169;;114370,3866;;166100,0001
479;0,480657101;0,311959538;;248118,6551;;166299,9998
664;0,312395304;0,311959538;;166511,3474;;166299,9998
1346;0,292675942;0,311959538;;156947,4173;;166299,9998
1471;0,217759594;0,311959538;;120612,8388;;166299,9998
1119;0,487509578;0,312371908;;251442,1206;;166500,0001
692;0,389860898;0,312578092;;204082,3154;;166599,9998
994;0,41789645;0,312578092;;217679,6138;;166599,9998
2692;0,42576319;0,312578092;;221494,9986;;166599,9998
3155;0,374438465;0,312578092;;196602,4042;;166599,9998
423;0,408838004;0,312784277;;213286,2496;;166699,9999
1309;0,337058395;0,312784277;;178472,9958;;166699,9999
1801;0,300100893;0,312784277;;160548,5332;;166699,9999
284;0,184240028;0,312990462;;104355,7822;;166800,0001
682;0,33889991;0,312990462;;179366,1344;;166800,0001
1232;0,394992292;0,312990462;;206571,0516;;166800,0001
215;0,301494271;0,313196647;;161224,3242;;166900,0002
2666;0,46547088;0,313196647;;240753,3079;;166900,0002
1582;0,647956371;0,313402831;;329259,136;;166999,9998
1842;0,325302094;0,313402831;;172771,1663;;166999,9998
2900;0,269251198;0,313402831;;145586,3693;;166999,9998
3244;0,291500092;0,313402831;;156377,1274;;166999,9998
2590;0,502146959;0,313609016;;258541,2796;;167100
125;0,32799086;0,313815201;;174075,223;;167200,0001
2352;0,393081129;0,314021385;;205644,1335;;167299,9998
2711;0,550545812;0,31422757;;282014,8197;;167399,9999
524;0,27891469;0,314433755;;150273,1825;;167500
2118;0,457292557;0,314433755;;236786,8046;;167500
250;0,293465465;0,31463994;;157330,3376;;167600,0002
1215;0,376040608;0,31463994;;197379,4468;;167600,0002
2120;0,50581634;0,314846124;;260320,9367;;167699,9998
728;0,282703668;0,315052309;;152110,8443;;167800
880;0,185572654;0,315464678;;105002,1083;;167999,9998
858;0,382006228;0,315670863;;200272,7846;;168099,9999
104;0,425143421;0,316083233;;221194,4093;;168300,0002
669;0,334498882;0,316083233;;177231,6269;;168300,0002
1492;0,366184384;0,316083233;;192599,1584;;168300,0002
3073;0,430253834;0,316083233;;223672,9698;;168300,0002
829;0,359589994;0,316701787;;189400,8662;;168600,0001
2722;0,300478488;0,316701787;;160731,6677;;168600,0001
1283;0,439767569;0,317114156;;228287,1506;;168799,9999
1616;0,395434648;0,31773271;;206785,5951;;169099,9998
1941;0,435074985;0,317938895;;226011,2379;;169200
1537;0,247354656;0,31814508;;134966,5031;;169300,0001
2482;0,274866015;0,31814508;;148309,5669;;169300,0001
54;0,362966448;0,318351265;;191038,4532;;169400,0002
598;0,449412465;0,318557449;;232964,9444;;169499,9999
1518;0,323017836;0,318557449;;171663,2963;;169499,9999
2366;0,356914073;0,318763634;;188103,0393;;169600
2696;0,35084632;0,318763634;;185160,1671;;169600
2853;0,2640329;0,318763634;;143055,4847;;169600
3026;0,301899731;0,318763634;;161420,9734;;169600
1727;0,361584634;0,318969819;;190368,2705;;169700,0002
2335;0,632644773;0,319176003;;321832,98;;169799,9998
2751;0,367406815;0,319176003;;193192,0402;;169799,9998
435;0,354473442;0,319382188;;186919,3282;;169899,9999
1567;0,437113792;0,319588373;;227000,0632;;170000,0001
2634;0,155225977;0,319588373;;90283,90944;;170000,0001
307;0,253671914;0,320000742;;138030,3858;;170199,9999
366;0,372096121;0,320413112;;195466,363;;170400,0001
3160;0,320649356;0,320413112;;170514,5788;;170400,0001
2126;0,442098945;0,321031666;;229417,8727;;170700,0001
2637;0,294537753;0,321031666;;157850,3992;;170700,0001
704;0,347084522;0,321237851;;183335,6875;;170800,0002
2142;0,305209428;0,321237851;;163026,183;;170800,0002
2932;0,277664125;0,321237851;;149666,6559;;170800,0002
3161;0,418728828;0,321237851;;218083,3192;;170800,0002
2569;0,362346172;0,32165022;;190737,6183;;171000
2002;0,361350775;0,321856405;;190254,8485;;171100,0001
759;0,236038163;0,322268774;;129477,9813;;171299,9999
2588;0,249279365;0,322268774;;135899,9906;;171299,9999
2621;0,255521417;0,322474959;;138927,3981;;171400,0001
1390;0,433467329;0,322681144;;225231,5213;;171500,0002
3391;0,373918146;0,322887328;;196350,0486;;171599,9999
656;0,387998372;0,323093513;;203178,9866;;171700
2334;0,441732168;0,323093513;;229239,985;;171700
884;0,228416085;0,323299698;;125781,2582;;171800,0001
1705;0,316107482;0,323505882;;168311,7608;;171899,9998
1127;0,28683567;0,323712067;;154114,8738;;171999,9999
3233;0,421309769;0,323918252;;219335,0807;;172100,0001
244;0,396676362;0,324124437;;207387,8287;;172200,0002
1013;0,421507865;0,324536806;;219431,1576;;172400
1484;0,371476471;0,324536806;;195165,8316;;172400
1884;0,325512797;0,324742991;;172873,3574;;172500,0001
372;0,345876336;0,324949175;;182749,7148;;172599,9998
1414;0,380146831;0,324949175;;199370,9735;;172599,9998
2911;0,35263741;0,32556773;;186028,8492;;172900,0002
1391;0,350664347;0,325773914;;185071,9098;;172999,9998
1733;0,500139236;0,325773914;;257567,53;;172999,9998
1246;0,360685825;0,326186284;;189932,3467;;173200,0001
2007;0,396814704;0,326186284;;207454,925;;173200,0001
8;0,258719653;0,326598653;;140478,5491;;173399,9999
2706;0,480063409;0,326598653;;247830,7133;;173399,9999
2570;0,344340503;0,327011023;;182004,8327;;173600,0002
1165;0,397080988;0,327217207;;207584,0732;;173699,9998
1742;0,37116155;0,327217207;;195013,0942;;173699,9998
505;0,305754304;0,327423392;;163290,4489;;173800
586;0,41907227;0,327629577;;218249,8893;;173900,0001
1105;0,377709091;0,327835762;;198188,6644;;174000,0002
1396;0,471872002;0,328041946;;243857,8647;;174099,9999
1725;0,235429332;0,328248131;;129182,6967;;174200
142;0,409002602;0,3286605;;213366,08;;174399,9998
714;0,253696114;0,3286605;;138042,1226;;174399,9998
982;0,358590573;0,3286605;;188916,1451;;174399,9998
2276;0,402421594;0,3286605;;210174,2778;;174399,9998
2566;0,390564352;0,328866685;;204423,492;;174500
599;0,327679247;0,32907287;;173924,09;;174600,0001
769;0,399488211;0,32907287;;208751,5812;;174600,0001
910;0,303748548;0,32907287;;162317,6533;;174600,0001
49;0,406870931;0,329485239;;212332,2155;;174799,9999
51;0,464080423;0,329897609;;240078,9334;;175000,0002
542;0,362275779;0,329897609;;190703,4775;;175000,0002
1228;0,253705412;0,329897609;;138046,6323;;175000,0002
1479;0,405612081;0,329897609;;211721,6706;;175000,0002
1482;0,427203119;0,329897609;;222193,367;;175000,0002
1809;0,361035138;0,329897609;;190101,7642;;175000,0002
1925;0,166915432;0,329897609;;95953,31817;;175000,0002
2326;0,367344528;0,329897609;;193161,831;;175000,0002
2448;0,629758239;0,329897609;;320433,0053;;175000,0002
2481;0,331458002;0,329897609;;175756,794;;175000,0002
2544;0,442750245;0,329897609;;229733,7545;;175000,0002
2678;0,322222561;0,329897609;;171277,5864;;175000,0002
3137;0,236030608;0,329897609;;129474,3171;;175000,0002
3242;0,421694368;0,329897609;;219521,6119;;175000,0002
3259;0,317119598;0,329897609;;168802,6395;;175000,0002
570;0,383423716;0,330309978;;200960,269;;175199,9999
2467;0,365261316;0,330309978;;192151,4689;;175199,9999
165;0,388039023;0,330722348;;203198,7021;;175400,0002
1096;0,252794713;0,330722348;;137604,9413;;175400,0002
2357;0,457853198;0,330722348;;237058,7168;;175400,0002
1288;0,331275731;0,330928532;;175668,3922;;175499,9999
194;0,405202657;0,331134717;;211523,099;;175600
72;0,255780578;0,331340902;;139053,0917;;175700,0002
1199;0,41377008;0,331340902;;215678,3162;;175700,0002
518;0,419829696;0,331753271;;218617,2424;;175899,9999
2433;0,359592408;0,331753271;;189402,037;;175899,9999
1033;0,424390078;0,332165641;;220829,0364;;176100,0002
1374;0,351107866;0,332165641;;185287,017;;176100,0002
3228;0,375420421;0,332165641;;197078,6552;;176100,0002
948;0,435403496;0,33257801;;226170,5664;;176300
1192;0,495649099;0,332784195;;255389,8045;;176400,0001
653;0,299479604;0,333196564;;160247,2068;;176599,9999
1193;0,329106539;0,333196564;;174616,3299;;176599,9999
431;0,541290104;0,334227488;;277525,7832;;177100,0001
544;0,443361402;0,334433672;;230030,1665;;177199,9998
1035;0,422839731;0,334433672;;220077,1152;;177199,9998
2294;0,294836193;0,334433672;;157995,1434;;177199,9998
2984;0,301440448;0,334433672;;161198,22;;177199,9998
1772;0,410059601;0,334639857;;213878,7266;;177299,9999
3357;0,310190111;0,335052227;;165441,8244;;177500,0002
